gene_id_x,transcript_id,L01_fpkm,L02_fpkm,L03_fpkm,L04_fpkm,L05_fpkm,L06_fpkm,L07_fpkm,L08_fpkm,L09_fpkm,transcript_type,known_or_novel,gene_id_y,class_code
XLOC_003433,TCONS_00009803,2.393354,3.5238449999999997,7.779196000000001,3.181203,4.603774,8.342788,5.662222,4.622015,5.072808,protein_coding,known,LOC100243215,equal
XLOC_003649,TCONS_00009864,1.693925,8.631244,6.4733160000000005,3.837972,0.437533,1.927859,1.133601,1.07212,1.32145,protein_coding,known,LOC100256502,equal
XLOC_003730,TCONS_00009908,1.419132,0.9624969999999999,1.241945,1.126751,1.469725,1.017781,1.079094,0.141542,1.2134280000000002,lncRNA,novel,no_gene_id,u
XLOC_003734,TCONS_00009913,1.350077,0.8412459999999999,1.720586,1.367629,1.444577,1.54483,1.32926,1.218684,1.4426450000000002,protein_coding,known,LOC100252995,equal
XLOC_003784,TCONS_00009934,0.8811030000000001,1.2677770000000002,0.878843,1.5584790000000002,1.813891,1.4712100000000001,2.215393,2.520164,2.0206630000000003,protein_coding,known,LOC100250522,equal
XLOC_003828,TCONS_00009953,5.196774,4.614291000000001,5.687386,1.393543,5.0125150000000005,1.6701540000000001,3.3546199999999997,1.143527,6.443401000000001,protein_coding,known,LOC100853220,equal
XLOC_003932,TCONS_00009985,1.337194,2.953388,1.363572,1.50929,2.285609,1.1116549999999998,1.8151009999999999,1.0501690000000001,1.260259,protein_coding,known,LOC100259175,equal
XLOC_004120,TCONS_00010050,1.7954330000000003,2.172923,1.470292,1.7978060000000002,1.592964,0.954946,1.435064,1.6352659999999999,1.367018,protein_coding,novel,no_gene_id,u
XLOC_004127,TCONS_00010055,4.009997,3.5450440000000003,2.938297,3.942996,3.7302269999999997,4.6299269999999995,8.772079,7.245038,4.506184999999999,protein_coding,known,LOC100252759,equal
XLOC_004128,TCONS_00010056,0.958774,1.309509,0.921105,1.354438,1.282029,1.216467,3.172831,3.404674,2.934255,protein_coding,known,LOC100266675,equal
XLOC_002699,TCONS_00010187,0.843894,0.615295,2.299493,2.488339,2.543498,2.361018,3.899829,3.794111,4.501104,protein_coding,known,LOC100261507,equal
XLOC_003676,TCONS_00010477,4.105016,3.7674220000000003,2.41106,2.790284,3.140646,3.9442209999999998,4.9382779999999995,2.852468,5.711679,protein_coding,known,LOC100265107,equal
XLOC_003679,TCONS_00010479,0.121499,0.394959,8.438542,0.749139,0.367923,0.5719420000000001,0.009507,0.510563,0.36089499999999997,protein_coding,known,LOC100247960,equal
XLOC_003860,TCONS_00010548,0.012729,0.014426,0.011375,0.005926,3.4499120000000003,7.4346179999999995,0.016805,5.89151,6.9236,lncRNA,novel,no_gene_id,u
XLOC_003991,TCONS_00010588,5.154184,5.244315,6.9722740000000005,7.769777,7.493697999999999,5.581673,6.186503,3.9080589999999997,3.9671589999999997,protein_coding,novel,no_gene_id,i
XLOC_004128,TCONS_00010636,0.47483100000000006,0.410076,0.765369,0.806335,0.824426,1.342011,2.559846,3.150827,1.31297,protein_coding,novel,no_gene_id,o
XLOC_002869,TCONS_00010810,2.173334,2.032955,2.265315,2.668145,3.0715310000000002,2.185441,2.2978680000000002,2.6032450000000003,1.991082,protein_coding,novel,no_gene_id,o
XLOC_002914,TCONS_00010828,59.905403,69.415657,63.468678000000004,78.663818,80.349068,78.999352,41.160339,41.397579,48.643066,protein_coding,novel,no_gene_id,u
XLOC_003177,TCONS_00010895,0.519523,1.0378379999999998,1.8157990000000002,0.719354,0.749495,1.208069,1.214658,1.36659,1.146587,lncRNA,novel,no_gene_id,u
XLOC_003872,TCONS_00011058,34.92992,22.293688,21.012184,24.76116,22.162832,19.952698,29.095309999999998,31.304315999999996,31.370028,protein_coding,known,LOC100266059,equal
XLOC_004134,TCONS_00011129,4.233842,4.483813,3.0481599999999998,3.071454,3.998705,2.757848,4.358397,3.147868,4.8337010000000005,protein_coding,known,LOC100256174,equal
XLOC_002931,TCONS_00011268,2.0281990000000003,3.4197559999999996,1.879603,2.706848,2.17155,0.0,1.543533,1.93223,0.0,protein_coding,novel,no_gene_id,o
XLOC_002970,TCONS_00011274,1.4621,1.554138,0.947254,1.300357,1.2496639999999999,1.448391,1.336877,1.8257459999999999,0.943152,protein_coding,novel,no_gene_id,u
XLOC_003332,TCONS_00011341,1.698896,1.278009,1.862298,1.314525,1.290261,1.186488,2.655123,1.638986,0.07885299999999999,protein_coding,novel,no_gene_id,u
XLOC_003811,TCONS_00011449,0.546315,5.008934,4.617141,5.185916000000001,6.157297,0.951649,4.679574,3.7218730000000004,4.281591000000001,protein_coding,known,LOC100262529,equal
XLOC_003860,TCONS_00011463,2.547018,2.095119,2.787823,2.8629189999999998,0.8907879999999999,0.56522,0.007816,0.8739709999999999,0.792718,lncRNA,novel,no_gene_id,x
XLOC_003887,TCONS_00011466,3.9141739999999996,4.635680000000001,3.154633,6.705449000000001,6.974069,4.638761,5.500824,4.892362,5.639178,protein_coding,known,LOC100245538,equal
XLOC_002969,TCONS_00011657,1.827879,1.159427,0.768705,0.55113,0.861201,1.5753110000000001,1.653484,1.183897,1.232804,protein_coding,known,LOC100267786,equal
XLOC_003176,TCONS_00011701,1.192892,1.746332,0.711569,1.443115,0.8562489999999999,2.169057,1.68587,1.9347599999999998,0.9888020000000001,lncRNA,novel,no_gene_id,u
XLOC_004214,TCONS_00011946,2.064524,1.869591,1.544111,2.249759,0.734947,2.137717,0.773692,2.2680919999999998,1.628128,protein_coding,known,LOC109121403,equal
XLOC_003469,TCONS_00012211,8.430282,9.20301,9.776048,9.501449000000001,10.16722,8.641463,8.982092999999999,5.611028,18.980509,protein_coding,novel,no_gene_id,u
XLOC_004105,TCONS_00012361,2.023118,0.024054,1.8259580000000002,0.6244460000000001,1.4117520000000001,0.729354,2.048804,1.034235,1.9066610000000002,lncRNA,novel,no_gene_id,u
XLOC_002613,TCONS_00012426,0.5380510000000001,0.8484780000000001,0.8945569999999999,0.964665,1.201182,1.5875569999999999,1.08951,1.548848,0.9159430000000001,protein_coding,known,LOC100266730,equal
XLOC_003178,TCONS_00012556,2.178337,2.2902009999999997,1.7637200000000002,2.757627,2.1741669999999997,0.0,2.372277,1.546786,2.313119,protein_coding,known,LOC104882239,equal
XLOC_003516,TCONS_00012620,1.520348,1.3099459999999998,1.375566,1.7878450000000001,1.8401470000000002,0.8694049999999999,5.010557,6.861353,6.519582,protein_coding,novel,no_gene_id,o
XLOC_004069,TCONS_00012766,0.9804719999999999,0.2687,6.097702,0.34719,5.7273760000000005,0.63431,0.48378699999999997,0.24494699999999997,0.46913,protein_coding,known,LOC100243193,equal
XLOC_002831,TCONS_00012916,2.5710990000000002,4.451939,3.8159660000000004,3.91077,3.5691309999999996,3.8466370000000003,0.861346,0.0,1.441609,protein_coding,novel,no_gene_id,o
XLOC_002936,TCONS_00012943,2.4263060000000003,2.092223,2.5087040000000003,2.181821,2.004227,2.301088,1.169568,0.869258,1.204698,protein_coding,known,LOC100854975,equal
XLOC_002989,TCONS_00012952,0.851273,1.665518,1.227004,1.7566490000000001,0.627228,1.3556489999999999,1.495093,1.7737459999999998,0.681629,lncRNA,novel,no_gene_id,u
XLOC_004246,TCONS_00013194,1.294616,0.353871,0.858563,0.9134329999999999,3.096148,4.246085,1.3457569999999999,0.895149,0.441117,protein_coding,known,LOC100248561,equal
XLOC_004253,TCONS_00013195,13.076407000000001,11.231525,11.324535000000001,12.285821,11.214613,12.270107000000001,10.997659,11.08122,11.031119,protein_coding,known,LOC100257200,equal
XLOC_004254,TCONS_00013196,2.267199,1.960158,2.224977,1.221727,1.106179,1.259255,2.720175,1.9447330000000003,2.286827,protein_coding,known,LOC100257138,equal
XLOC_004255,TCONS_00013197,4.9835970000000005,7.771466,6.594162,8.350064,5.83182,4.786034,5.857515,6.1284,5.860707,protein_coding,known,LOC100252013,equal
XLOC_004265,TCONS_00013202,408.82608,407.941864,430.29727199999996,417.138519,406.06543,427.49566699999997,432.884949,418.040253,408.637482,protein_coding,known,CYSP,equal
XLOC_004271,TCONS_00013207,2.805231,2.680186,3.164564,4.321105,4.246822,4.138808,3.9090239999999996,4.2249989999999995,3.5129349999999997,protein_coding,known,LOC100243481,equal
XLOC_004276,TCONS_00013208,26.162867000000002,56.208202,29.629259,40.715546,34.693241,35.338421000000004,68.340317,63.023483,66.085625,protein_coding,known,LOC100265798,equal
XLOC_004277,TCONS_00013209,1.7170169999999998,1.0047469999999998,1.167659,1.420248,1.579353,1.378449,0.8056979999999999,1.3365049999999998,0.883689,protein_coding,known,LOC100260528,equal
XLOC_004278,TCONS_00013210,2.778331,2.841218,2.47397,7.087553,7.394364,8.569924,4.078729,2.6022540000000003,4.0040260000000005,protein_coding,known,LOC100255460,equal
XLOC_004283,TCONS_00013213,6.464382,6.224289,6.283675,8.180593,7.922422999999999,6.441891,6.224689,3.929449,5.776564,protein_coding,known,LOC100245210,equal
XLOC_004284,TCONS_00013214,82.182343,86.200958,89.94968399999999,98.638275,105.21954299999999,104.264442,59.087849,63.026295,59.824707,protein_coding,known,LOC100262354,equal
XLOC_004287,TCONS_00013218,87.589493,93.034233,99.451775,84.01039899999999,83.697182,85.195084,107.24991599999998,106.858208,106.47921799999999,protein_coding,known,LOC100246984,equal
XLOC_004291,TCONS_00013221,62.249241000000005,63.955204,66.156151,57.511398,57.29805,61.580688,63.970089,67.225616,71.488289,protein_coding,known,LOC100243586,equal
XLOC_004294,TCONS_00013222,33.103138,33.124775,34.913222999999995,35.343746,33.172318,35.032249,35.087444,35.28175,36.942951,protein_coding,known,LOC100233069,equal
XLOC_004297,TCONS_00013224,4.193807,4.8070699999999995,4.6466330000000005,4.246429,5.0023029999999995,4.523447,6.171811,3.5295940000000003,3.649046,protein_coding,known,LOC100255631,equal
XLOC_004297,TCONS_00013225,3.9940870000000004,3.161268,3.082424,3.791783,3.0420279999999997,3.5190129999999997,6.020058000000001,3.3406089999999997,3.6231190000000004,protein_coding,known,LOC100255631,equal
XLOC_004297,TCONS_00013226,1.350327,2.943031,2.465106,1.852495,2.3872720000000003,3.077892,2.328996,1.355623,1.785618,protein_coding,known,LOC100255631,equal
XLOC_004298,TCONS_00013229,4.059016000000001,4.728097,4.4400379999999995,3.468774,4.504046,4.305752,3.190527,4.962551,4.614758999999999,protein_coding,known,LOC100262408,equal
XLOC_004300,TCONS_00013230,109.63333899999999,121.20031000000002,124.89806399999999,104.736053,96.87043,114.965126,131.288422,140.051163,149.906937,protein_coding,known,LOC100245319,equal
XLOC_004308,TCONS_00013237,10.923663000000001,9.668432000000001,11.986355999999999,9.649961,10.420511999999999,10.044617,16.278563000000002,15.726482,14.486234,protein_coding,known,LOC100265851,equal
XLOC_004308,TCONS_00013238,6.23914,6.161871,6.535226000000001,4.666487,1.116686,0.46623400000000004,2.3331150000000003,4.283404,0.4132,protein_coding,novel,no_gene_id,o
XLOC_004308,TCONS_00013239,0.847124,1.75363,2.1087130000000003,3.40751,1.9369599999999998,2.09512,2.793703,0.056302,0.0,protein_coding,novel,no_gene_id,o
XLOC_004314,TCONS_00013244,3.062944,3.7752779999999997,3.3338970000000003,4.1479349999999995,4.105137,3.894622,5.15453,3.715813,3.772711,protein_coding,known,LOC100258859,equal
XLOC_004315,TCONS_00013245,1.1794790000000002,1.1251879999999999,1.557294,0.927,1.0768879999999998,1.3698350000000001,1.360963,1.546518,1.27762,protein_coding,known,LOC100253710,equal
XLOC_004316,TCONS_00013246,1.761985,1.8386650000000002,1.441432,2.08129,1.9132770000000001,1.548789,2.026225,1.208679,1.413025,protein_coding,known,LOC104878521,equal
XLOC_004318,TCONS_00013247,10.628313,11.064238000000001,10.619297,8.65545,9.912249000000001,8.984735,18.546955,18.913647,18.745252999999998,protein_coding,known,LOC109122358,equal
XLOC_004323,TCONS_00013249,43.759007000000004,45.268966999999996,43.63142,44.951316999999996,51.434227,47.911369,40.633774,40.857018,40.781422,protein_coding,known,GRIP58,equal
XLOC_004326,TCONS_00013250,4.570708,4.472854,4.173393,4.737031,4.52281,4.425930999999999,4.688651999999999,4.762455999999999,4.078475,protein_coding,known,LOC100248664,equal
XLOC_004327,TCONS_00013251,458.908997,451.40759299999996,467.030792,517.9472049999999,588.6544190000001,511.8927,231.94717400000002,251.92231800000002,243.28537000000003,protein_coding,known,LOC100243519,equal
XLOC_004335,TCONS_00013255,4.094549,3.3954230000000005,2.309246,3.5058809999999996,3.678175,2.856954,2.466297,2.7537380000000002,2.820974,protein_coding,known,LOC100255509,equal
XLOC_004336,TCONS_00013256,69.88252299999999,70.66662600000001,71.068657,65.15484599999999,61.773368999999995,64.206108,77.65748599999999,74.878677,78.13537600000001,protein_coding,known,LOC100250330,equal
XLOC_004338,TCONS_00013259,1.112183,4.8595180000000004,1.729613,0.297802,0.606648,3.892421,3.3714180000000002,0.979791,1.42211,protein_coding,known,LOC100245206,equal
XLOC_004345,TCONS_00013263,240.85139500000002,23.305183,256.268311,22.423763,206.95228600000002,185.929321,187.561508,18.523932000000002,193.412476,protein_coding,novel,no_gene_id,i
XLOC_004346,TCONS_00013264,312.926147,311.488617,324.967194,268.188904,294.125671,297.067291,256.08822599999996,235.492188,233.09919700000003,protein_coding,known,LOC100267506,equal
XLOC_004348,TCONS_00013267,1.723239,1.849389,1.796454,1.6799979999999999,0.62939,1.207194,0.871182,2.1081689999999997,1.887719,protein_coding,known,LOC100262348,equal
XLOC_004348,TCONS_00013268,2.49209,3.110156,2.041111,2.0282259999999996,0.801032,1.3237940000000001,5.757246,4.586894,4.857206,protein_coding,known,LOC100257238,equal
XLOC_004350,TCONS_00013272,26.237434000000004,25.622405999999998,24.579355,26.528098999999997,27.606586,24.782826999999997,30.404551,23.799994,29.346519,protein_coding,known,LOC100252118,equal
XLOC_004353,TCONS_00013275,6.052979,6.328709,4.802080999999999,6.429824,4.998751,5.453675,2.561649,3.205712,3.5732489999999997,protein_coding,known,LOC100250374,equal
XLOC_004354,TCONS_00013276,10.284583,10.537545,9.59868,4.119033,3.671267,4.366236,6.654458,6.6351759999999995,6.647264999999999,protein_coding,known,LOC100241853,equal
XLOC_004356,TCONS_00013277,1.7724900000000001,1.64383,1.326575,2.010216,1.81627,1.584967,1.5815860000000002,2.0760709999999998,1.6215899999999999,protein_coding,known,LOC100252156,equal
XLOC_004357,TCONS_00013278,125.60315700000001,127.54953,127.137169,138.73014799999999,143.925262,154.075958,83.403534,83.036079,81.74861899999999,protein_coding,known,LOC100258966,equal
XLOC_004358,TCONS_00013279,2.721087,4.378178,4.1817459999999995,6.325472,6.176198,6.498812,0.47467200000000004,0.562674,0.287373,protein_coding,known,LOC100241895,equal
XLOC_004364,TCONS_00013285,22.481279,22.549549,23.330976,16.772989000000003,18.559677,21.339413,21.885433,19.815241,20.915422,protein_coding,known,LOC100232855,equal
XLOC_004365,TCONS_00013286,24.195353,26.567717,25.82114,13.075725,20.970876999999998,22.756264,27.89064,29.566505,28.072737,protein_coding,known,LOC100265907,equal
XLOC_004370,TCONS_00013287,15.509179000000001,16.15708,16.131048,19.854605,16.338639999999998,17.872091,16.115779999999997,16.774672,20.006313000000002,protein_coding,known,LOC100255625,equal
XLOC_004370,TCONS_00013288,5.457655,3.4861489999999997,4.474336,2.493329,2.964343,2.627399,2.719443,3.4291379999999996,3.647504,protein_coding,known,LOC100255625,equal
XLOC_004371,TCONS_00013289,8.828926,9.814243,9.620121000000001,11.07888,9.74896,9.09175,9.636271,10.552498,9.710774,protein_coding,known,LOC100250440,equal
XLOC_004372,TCONS_00013290,5.828678,3.899429,5.915612,4.48083,2.688955,2.977783,3.17967,2.513626,2.879757,protein_coding,known,LOC100245314,equal
XLOC_004373,TCONS_00013291,340.468079,336.95944199999997,329.55069,385.332397,372.422577,386.031158,365.793976,347.50015299999995,330.11438,protein_coding,known,LOC100854771,equal
XLOC_004380,TCONS_00013295,22.492989,20.156195,23.580954000000002,29.525669,26.335594,23.784065,22.623953,22.416629999999998,21.727156,protein_coding,known,LOC100267615,equal
XLOC_004381,TCONS_00013296,69.572098,67.259682,70.83252,55.142342000000006,59.156303,59.313263,84.708771,83.581841,80.08757,protein_coding,known,LOC100257349,equal
XLOC_004385,TCONS_00013297,11.490855999999999,11.709059,1.7924490000000002,1.6795369999999998,4.964478,10.296623,11.45582,12.015751,6.351101,protein_coding,known,LOC100264024,equal
XLOC_004385,TCONS_00013298,4.8546510000000005,4.796223,0.02555,0.008783,10.754642,5.100319,5.800254,4.775652,8.747858,protein_coding,known,LOC100264024,equal
XLOC_004387,TCONS_00013301,19.645210000000002,19.013828,17.328716,25.079325,24.201155,22.814072,20.094261,20.068375,21.411018,protein_coding,known,LOC100253703,equal
XLOC_004387,TCONS_00013302,41.651546,43.636196000000005,45.734951,39.259136,35.111294,32.439926,37.462643,33.830875,34.354240000000004,protein_coding,known,LOC100253703,equal
XLOC_004389,TCONS_00013303,9.278247,0.218775,5.974559999999999,5.97231,0.20519600000000002,8.577019,0.414154,16.413286,0.376081,protein_coding,known,LOC100245139,equal
XLOC_004390,TCONS_00013306,10.955858000000001,15.343820000000001,13.951505,16.035812,13.096375,12.293148,13.176796,16.74922,15.301120000000001,protein_coding,known,LOC100243471,equal
XLOC_004395,TCONS_00013307,6.289736,6.750769999999999,6.9824399999999995,4.95777,4.883244,4.729344,5.790144000000001,5.890494,6.107662,protein_coding,known,LOC100262284,equal
XLOC_004396,TCONS_00013308,9.976980000000001,9.344882,9.801803,9.076436,8.539328999999999,12.509345,9.525867,8.995328,8.829667,protein_coding,known,LOC100255504,equal
XLOC_004398,TCONS_00013311,1607.304077,1602.202026,1566.845093,1743.869873,1772.640747,1683.610718,1314.3709720000002,1322.127319,1270.329712,protein_coding,known,PIP2-2,equal
XLOC_004408,TCONS_00013316,32.228123,33.110878,36.947289000000005,36.510746000000005,35.125393,31.045665999999997,34.375999,36.022991,38.019958,protein_coding,known,LOC100241847,equal
XLOC_004411,TCONS_00013320,0.07365,7.1673990000000005,5.59938,4.090199,4.033889,4.142092,6.377487,3.410739,3.775246,protein_coding,known,LOC100248713,equal
XLOC_004411,TCONS_00013321,2.104006,23.292072,9.624822,7.0736,7.644458,6.143783,10.089350999999999,4.471956,11.013268,protein_coding,known,LOC100248713,equal
XLOC_004415,TCONS_00013335,70.158012,70.62645699999999,70.410515,60.786888,64.347588,65.630318,77.06980899999999,74.496223,75.718834,protein_coding,known,LOC100243574,equal
XLOC_004416,TCONS_00013336,8.235180999999999,7.851802,5.869952,5.640471,4.9532680000000004,6.184,6.403123,8.276834,6.164623000000001,protein_coding,novel,no_gene_id,u
XLOC_004417,TCONS_00013337,4.321841,6.232194,2.693864,5.218936,3.593479,4.855544,6.797045,5.260548,4.008006,protein_coding,known,LOC100255620,equal
XLOC_004418,TCONS_00013338,22.198338,21.824757,21.261608,21.186453,22.204416000000002,22.789974,25.266214,23.150072,24.328623,protein_coding,known,LOC100250435,equal
XLOC_004423,TCONS_00013340,2.708554,2.588317,3.098986,2.779766,2.283214,2.842477,3.100858,2.899684,3.00224,protein_coding,novel,no_gene_id,u
XLOC_004423,TCONS_00013340,2.708554,2.588317,3.098986,2.779766,2.283214,2.842477,3.100858,2.899684,3.00224,lncRNA,novel,no_gene_id,u
XLOC_004425,TCONS_00013341,26.619596,25.141417999999998,26.778337,25.216339,27.745404999999998,29.757051,18.788946,18.840882999999998,17.880274,protein_coding,known,LOC100257341,equal
XLOC_004427,TCONS_00013342,1.1722549999999998,1.251436,1.508879,1.448057,0.899932,1.298567,1.79033,1.4128180000000001,1.375565,protein_coding,known,LOC100250254,equal
XLOC_004435,TCONS_00013351,18.132126,17.569672,18.254969,17.213182,16.719254,14.445089000000001,16.844578,15.180078,15.727735000000001,protein_coding,known,LOC100253743,equal
XLOC_004436,TCONS_00013353,8.006544,3.174732,13.278832999999999,1.977541,10.579721000000001,7.32022,15.068282,6.904714,14.353035,protein_coding,known,LOC100253697,equal
XLOC_004436,TCONS_00013354,1.544254,1.919932,1.804831,4.448539,1.229627,1.2667549999999999,2.123199,5.970285,2.5052939999999997,protein_coding,known,LOC100253697,equal
XLOC_004444,TCONS_00013360,6.392961,6.357782,6.506181,4.4135089999999995,5.4523,5.308,6.381365,7.126421000000001,6.640496000000001,protein_coding,known,LOC100241886,equal
XLOC_004445,TCONS_00013362,0.006966,7.910861,6.791861999999999,7.048760000000001,6.294689,6.515896,7.855752000000001,7.598793,5.09031,protein_coding,known,LOC100264167,equal
XLOC_004446,TCONS_00013363,37.861626,40.709990999999995,40.295555,29.622625,31.140299,34.133083,35.699596,34.402671999999995,33.612606,protein_coding,known,LOC100265782,equal
XLOC_004457,TCONS_00013373,11.028459,11.139707000000001,9.265561,7.932423,8.330746000000001,8.629574,5.644758,6.739826,5.761472,protein_coding,known,LOC100248706,equal
XLOC_004465,TCONS_00013378,2.404691,1.7605220000000001,2.314078,3.777658,2.4566619999999997,2.094937,3.463919,2.342278,3.3925080000000003,protein_coding,known,LOC100260682,equal
XLOC_004465,TCONS_00013379,2.049687,1.454025,2.0355939999999997,4.631578,2.0653040000000003,1.8149099999999998,6.343399,1.904449,6.013399,protein_coding,known,LOC100260682,equal
XLOC_004466,TCONS_00013381,6.159877,8.408319,7.4400710000000005,6.654446000000001,6.762764,8.088714999999999,7.176578,8.062674000000001,8.021927999999999,protein_coding,known,LOC100255613,equal
XLOC_004467,TCONS_00013382,22.644567000000002,23.066336,24.527563,22.41573,23.637863,19.876013,29.025198,29.125263,31.721322999999998,protein_coding,known,LOC100250427,equal
XLOC_004471,TCONS_00013383,0.917431,1.263782,0.44602299999999995,1.973238,1.0554139999999999,1.0174590000000001,1.7942770000000001,1.371998,0.8892329999999999,protein_coding,known,LOC100245301,equal
XLOC_004472,TCONS_00013385,14.307922,18.650457,21.107477,14.000423000000001,15.726729,21.191145000000002,21.144098,22.44195,22.263804999999998,protein_coding,known,LOC100267604,equal
XLOC_004472,TCONS_00013386,7.5259529999999994,6.969066000000001,3.052613,4.997024,7.661766,2.961361,4.208107,4.7161480000000005,3.214877,protein_coding,known,LOC100267604,equal
XLOC_004473,TCONS_00013387,1.091022,1.0222069999999999,1.311669,3.216316,0.312886,1.277924,1.05681,1.716519,1.449299,protein_coding,known,LOC100262451,equal
XLOC_004474,TCONS_00013390,0.44947299999999996,1.020032,1.927966,2.339831,1.7521400000000003,1.615567,1.670178,0.910381,1.71548,protein_coding,known,LOC100267426,equal
XLOC_004480,TCONS_00013399,6.750986999999999,6.274506,6.514833,6.574444000000001,6.391119000000001,7.118197,6.273311,5.563366,5.340498999999999,protein_coding,known,LOC100853903,equal
XLOC_004482,TCONS_00013402,35.971321,9.603462,7.8729059999999995,34.463829,4.738005,33.308426000000004,35.061977,12.59649,33.254546999999995,protein_coding,known,LOC100854676,equal
XLOC_004484,TCONS_00013405,5.661457,5.649317,5.277894,5.692658,5.2338309999999995,6.3790830000000005,3.6348870000000004,3.36345,3.4098410000000006,protein_coding,known,LOC100241875,equal
XLOC_004487,TCONS_00013407,11.537517,15.228304999999999,13.666144000000001,7.760422,9.920471000000001,9.684448,7.868923,7.772546000000001,10.138834,protein_coding,known,LOC100253693,equal
XLOC_004487,TCONS_00013408,4.8075339999999995,5.955776,5.387233,3.081395,4.885143,4.693258,6.384685,3.592833,4.009404,protein_coding,known,LOC100253693,equal
XLOC_004489,TCONS_00013412,19.787032999999997,20.860926,21.465624,18.180126,16.524723,17.365976,18.171978,18.486162,18.443635999999998,protein_coding,known,LOC100248746,equal
XLOC_004490,TCONS_00013413,6.302747,6.006647,7.710674000000001,7.165648,6.512249,6.481975,6.8951,5.091480000000001,5.553116,protein_coding,known,LOC104877917,equal
XLOC_004493,TCONS_00013415,1.690518,1.7878889999999998,1.913329,0.893515,1.117694,0.892457,1.256381,0.797452,0.792204,protein_coding,known,LOC100255490,equal
XLOC_004494,TCONS_00013416,11.893211,11.753074,12.477389,12.613995,13.278873,12.543736,12.995080999999999,11.242689,11.200184,protein_coding,known,LOC100250310,equal
XLOC_004495,TCONS_00013417,4.305039,0.667246,3.221739,0.539841,2.227664,5.094424,2.837528,0.650142,4.258532,protein_coding,known,LOC100250471,equal
XLOC_004496,TCONS_00013418,50.112995,48.816952,51.088921,42.8895,43.235294,48.283297999999995,69.56468199999999,68.45549,65.804298,protein_coding,known,LOC100245191,equal
XLOC_004500,TCONS_00013424,2.5318389999999997,1.014486,1.405732,1.019266,1.873357,1.326303,2.443884,2.339344,2.934602,protein_coding,known,LOC100267491,equal
XLOC_004500,TCONS_00013425,1.923212,2.042465,1.193122,0.746682,1.3618860000000002,1.284828,2.400252,1.536683,2.307059,protein_coding,known,LOC100267491,equal
XLOC_004501,TCONS_00013427,2.015254,1.997585,1.62532,2.147408,1.662448,1.543374,2.285924,1.90041,1.771161,protein_coding,known,LOC100257225,equal
XLOC_004502,TCONS_00013428,4.868989,5.930537999999999,5.303029,7.236014999999999,5.317627,5.79478,6.950533999999999,6.566433,6.047194999999999,protein_coding,known,LOC100252103,equal
XLOC_004506,TCONS_00013431,15.829685000000001,11.880301,9.387163000000001,14.279665,7.295309,10.784379,13.600055,12.855308,12.501710000000001,protein_coding,known,LOC100241833,equal
XLOC_004507,TCONS_00013432,166.273972,156.158096,148.043777,125.23362,125.09641299999998,126.647659,157.038361,158.199493,152.69773899999998,protein_coding,known,LOC100264115,equal
XLOC_004511,TCONS_00013435,3.476727,6.958707,0.662392,7.574973,1.096874,6.417745,2.272895,1.4443840000000001,4.398985,protein_coding,known,LOC100253801,equal
XLOC_004513,TCONS_00013436,46.438969,43.76075,45.070446000000004,45.216324,42.397564,42.399547999999996,50.992592,50.646702000000005,49.127895,protein_coding,known,LOC100243563,equal
XLOC_004520,TCONS_00013446,88.439247,91.47878299999999,92.150352,100.675446,97.869499,94.604073,64.502502,64.56703900000001,64.687164,protein_coding,known,LOC100252199,equal
XLOC_004520,TCONS_00013447,51.413715,48.018318,50.136826,50.098079999999996,46.941395,45.721115000000005,43.345852,39.757141,39.791046,protein_coding,known,LOC100252199,equal
XLOC_004521,TCONS_00013449,10.444291999999999,9.944598,8.423814,14.048922,8.60233,8.323735000000001,12.502151,12.311596,9.626402,protein_coding,known,LOC100247076,equal
XLOC_004528,TCONS_00013453,177.884949,173.501404,189.51321399999998,190.025436,190.022369,192.16333,218.78669700000003,203.957626,220.379944,protein_coding,known,LOC100258834,equal
XLOC_004530,TCONS_00013454,3.700382,5.7653099999999995,5.7065790000000005,5.273567,10.000549000000001,9.429552000000001,3.604604,7.073121,4.377705000000001,protein_coding,known,LOC100253688,equal
XLOC_004532,TCONS_00013457,12.559571,11.840076,11.913356,15.61164,14.718781,13.032664,13.062758,13.849432,12.65667,protein_coding,known,LOC100255646,equal
XLOC_004539,TCONS_00013460,1.193181,0.787122,1.646202,2.576748,0.696739,1.979657,1.8548639999999998,0.80103,1.582576,lncRNA,novel,no_gene_id,u
XLOC_004540,TCONS_00013462,10.282296,10.504831,10.773158,14.26685,13.514687,12.05434,11.6062,13.902535999999998,12.446797,protein_coding,known,LOC100257219,equal
XLOC_004545,TCONS_00013469,1.244968,2.4937840000000002,0.002841,1.432012,9.026126,0.604741,0.012126000000000001,0.7531,3.96811,protein_coding,known,LOC100241832,equal
XLOC_004551,TCONS_00013473,86.222504,85.477898,90.875946,95.781631,94.22686,81.302933,75.80654100000001,71.348297,80.26709,protein_coding,known,LOC100241923,equal
XLOC_004553,TCONS_00013474,34.05727,31.544970000000003,31.034124,32.753868,30.006901,28.501387,34.129566,32.951145000000004,33.062363,protein_coding,known,LOC100245190,equal
XLOC_004559,TCONS_00013477,3.325503,1.8576549999999998,1.8482299999999998,3.9267870000000005,2.40415,2.152129,3.5493309999999996,3.502587,2.967978,protein_coding,known,LOC100258840,equal
