transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00041004	protein_coding	known	LOC100247719	equal
TCONS_00043837	protein_coding	known	LOC100853965	equal
TCONS_00041029	protein_coding	known	LOC100248225	equal
TCONS_00041030	protein_coding	known	LOC100854111	equal
TCONS_00041034	protein_coding	known	LOC100249956	equal
TCONS_00041041	protein_coding	known	LOC100261957	equal
TCONS_00041050	protein_coding	known	LOC100256861	equal
TCONS_00041071	protein_coding	known	LOC104879875	equal
TCONS_00041106	protein_coding	known	LOC100246803	equal
TCONS_00041122	protein_coding	known	LOC100855061	equal
TCONS_00041128	protein_coding	known	LOC109121384	equal
TCONS_00041132	protein_coding	known	LOC100250982	equal
TCONS_00041133	protein_coding	known	LOC100852514	equal
TCONS_00041156	protein_coding	known	LOC100262838	equal
TCONS_00041157	protein_coding	known	LOC100242338	equal
TCONS_00041159	protein_coding	known	LOC100264912	equal
TCONS_00041160	protein_coding	known	LOC100263482	equal
TCONS_00041161	protein_coding	known	LOC100263482	equal
TCONS_00041163	protein_coding	known	LOC100241208	equal
TCONS_00041164	protein_coding	known	LOC100254070	equal
TCONS_00042995	protein_coding	known	LOC100854068	equal
TCONS_00041168	protein_coding	known	LOC100245763	equal
TCONS_00041171	protein_coding	known	LOC100241361	equal
TCONS_00041178	protein_coding	known	LOC100265412	equal
TCONS_00041181	protein_coding	known	LOC100854719	equal
TCONS_00041186	protein_coding	known	LOC100855004	equal
TCONS_00041190	protein_coding	known	LOC100855250	equal
TCONS_00041193	protein_coding	known	LOC100254154	equal
TCONS_00041198	protein_coding	known	LOC100257621	equal
TCONS_00041202	protein_coding	known	LOC100261250	equal
TCONS_00041206	protein_coding	known	LOC100254381	equal
TCONS_00041207	protein_coding	known	LOC100259500	equal
TCONS_00041210	protein_coding	known	LOC100245788	equal
TCONS_00041214	protein_coding	known	LOC100264675	equal
TCONS_00041217	protein_coding	known	LOC100242388	equal
TCONS_00041220	protein_coding	known	LOC100254308	equal
TCONS_00041221	protein_coding	known	LOC100247525	equal
TCONS_00041222	protein_coding	known	LOC100264606	equal
TCONS_00041224	protein_coding	known	LOC100252634	equal
TCONS_00045366	protein_coding	known	LOC100261095	equal
TCONS_00041237	protein_coding	known	LOC100259358	equal
TCONS_00041246	protein_coding	known	LOC100264612	equal
TCONS_00041251	protein_coding	known	LOC100245654	equal
TCONS_00041253	protein_coding	known	LOC100242251	equal
TCONS_00043041	protein_coding	known	LOC100255947	equal
TCONS_00041255	protein_coding	known	LOC100255947	equal
TCONS_00041258	protein_coding	known	LOC100257627	equal
TCONS_00041259	protein_coding	known	LOC100261029	equal
TCONS_00041260	protein_coding	known	LOC100262748	equal
TCONS_00044718	protein_coding	known	LOC100249066	equal
TCONS_00041264	protein_coding	known	LOC100250708	equal
TCONS_00041266	protein_coding	known	LOC100254172	equal
TCONS_00041267	protein_coding	known	LOC100255884	equal
TCONS_00041269	protein_coding	known	LOC100244122	equal
TCONS_00041270	protein_coding	known	LOC100249291	equal
TCONS_00041271	protein_coding	known	LOC100264683	equal
TCONS_00041272	protein_coding	known	LOC100242395	equal
TCONS_00041273	protein_coding	known	LOC100247532	equal
TCONS_00041278	protein_coding	known	LOC100262903	equal
TCONS_00041279	protein_coding	known	AP2	equal
TCONS_00041281	protein_coding	known	LOC100262983	equal
TCONS_00041280	protein_coding	known	LOC100262983	equal
TCONS_00041292	protein_coding	known	LOC100261104	equal
TCONS_00041294	protein_coding	known	LOC100245665	equal
TCONS_00043062	protein_coding	known	LOC100249147	equal
TCONS_00041296	protein_coding	known	LOC100254248	equal
TCONS_00041298	protein_coding	known	LOC100249074	equal
TCONS_00041300	protein_coding	known	LOC100242257	equal
TCONS_00041303	protein_coding	known	LOC100247389	equal
TCONS_00043064	protein_coding	known	LOC100247389	equal
TCONS_00041306	protein_coding	known	ZEP	equal
TCONS_00041308	protein_coding	known	LOC100250717	equal
TCONS_00041310	protein_coding	known	LOC100247320	equal
TCONS_00041311	protein_coding	known	LOC100252439	equal
TCONS_00041312	protein_coding	known	LOC100255889	equal
TCONS_00041319	protein_coding	known	LOC100242341	equal
TCONS_00041321	protein_coding	known	MAP1D	equal
TCONS_00043933	protein_coding	known	MAP1D	equal
TCONS_00041324	protein_coding	known	LOC100244129	equal
TCONS_00041326	protein_coding	known	LOC100254393	equal
TCONS_00041340	protein_coding	known	LOC100247485	equal
TCONS_00041341	protein_coding	known	LOC100252593	equal
TCONS_00041342	protein_coding	known	LOC100256025	equal
TCONS_00041346	protein_coding	known	LOC100266260	equal
TCONS_00041352	protein_coding	known	LOC100249156	equal
TCONS_00041354	protein_coding	known	LOC100259371	equal
TCONS_00041355	protein_coding	known	LOC100259314	equal
TCONS_00041356	protein_coding	known	LOC100247340	equal
TCONS_00041365	protein_coding	known	LOC100268158	equal
TCONS_00041368	protein_coding	known	LOC100242265	equal
TCONS_00041371	protein_coding	known	LOC100250977	equal
TCONS_00043084	protein_coding	known	LOC100256131	equal
TCONS_00041372	protein_coding	known	LOC100256131	equal
TCONS_00041373	protein_coding	known	LOC100252506	equal
TCONS_00041374	protein_coding	known	LOC100259462	equal
TCONS_00041376	protein_coding	known	LOC100252600	equal
TCONS_00041382	protein_coding	known	LOC100267907	equal
TCONS_00041383	protein_coding	known	LOC100250725	equal
TCONS_00041391	protein_coding	known	LOC100249101	equal
TCONS_00041390	protein_coding	known	LOC100249101	equal
TCONS_00041392	protein_coding	known	LOC100254399	equal
TCONS_00041394	protein_coding	known	LOC100254208	equal
TCONS_00041395	protein_coding	known	LOC100259321	equal
TCONS_00041396	protein_coding	known	LOC100264695	equal
TCONS_00041398	protein_coding	known	LOC100247547	equal
TCONS_00041404	protein_coding	known	LOC104879927	equal
TCONS_00041405	protein_coding	known	LOC100250891	equal
TCONS_00041406	protein_coding	known	LOC100256032	equal
TCONS_00041407	protein_coding	known	LOC100266324	equal
TCONS_00041412	protein_coding	known	LOC100254260	equal
TCONS_00041415	protein_coding	known	LOC100266278	equal
TCONS_00041418	protein_coding	known	LOC100242269	equal
TCONS_00041417	protein_coding	known	LOC100242269	equal
TCONS_00041421	protein_coding	known	LOC100262768	equal
TCONS_00041423	protein_coding	known	LOC100267912	equal
TCONS_00041425	protein_coding	known	LOC100233061	equal
TCONS_00041426	protein_coding	known	LOC100260977	equal
TCONS_00041432	protein_coding	known	LOC100242414	equal
TCONS_00041438	protein_coding	known	LOC100257796	equal
TCONS_00043116	protein_coding	known	LOC100257796	equal
TCONS_00041446	protein_coding	known	LOC100245748	equal
TCONS_00041453	protein_coding	known	LOC100261123	equal
TCONS_00041454	protein_coding	known	LOC100257607	equal
TCONS_00041464	protein_coding	known	LOC100259386	equal
TCONS_00043125	protein_coding	known	LOC100264560	equal
TCONS_00041470	protein_coding	known	LOC100255993	equal
TCONS_00041471	protein_coding	known	LOC100247408	equal
TCONS_00041489	protein_coding	known	LOC100244111	equal
TCONS_00041494	protein_coding	known	LOC100262774	equal
TCONS_00041496	protein_coding	known	LOC100252626	equal
TCONS_00041498	protein_coding	known	LOC100267920	equal
TCONS_00041500	protein_coding	known	LOC100255901	equal
TCONS_00041503	protein_coding	known	LOC100266185	equal
TCONS_00041505	protein_coding	known	LOC100249130	equal
TCONS_00041506	protein_coding	known	LOC100254236	equal
TCONS_00041507	protein_coding	known	LOC100259349	equal
TCONS_00041509	protein_coding	known	LOC100261376	equal
TCONS_00041510	protein_coding	known	LOC100257916	equal
TCONS_00041511	protein_coding	known	LOC100247650	equal
TCONS_00041512	protein_coding	known	LOC100247650	equal
TCONS_00041515	protein_coding	known	LOC100240787	equal
TCONS_00043151	protein_coding	known	LOC100256182	equal
TCONS_00041516	protein_coding	known	LOC100256182	equal
TCONS_00041517	protein_coding	known	LOC100256176	equal
TCONS_00041520	protein_coding	known	LOC100261271	equal
TCONS_00041524	protein_coding	known	LOC100259729	equal
TCONS_00041523	protein_coding	known	LOC100259729	equal
TCONS_00041531	protein_coding	known	LOC100263151	equal
TCONS_00041534	protein_coding	known	LOC100249407	equal
TCONS_00041538	protein_coding	known	LOC100264813	equal
TCONS_00041544	protein_coding	known	LOC100261345	equal
TCONS_00041545	protein_coding	known	LOC100252844	equal
TCONS_00041546	protein_coding	known	LOC100242595	equal
TCONS_00041547	protein_coding	known	LOC100264878	equal
TCONS_00041549	protein_coding	known	LOC100254581	equal
TCONS_00041555	protein_coding	known	LOC100232842	equal
TCONS_00041554	protein_coding	known	LOC100232842	equal
TCONS_00041557	protein_coding	known	LOC100261445	equal
TCONS_00041579	protein_coding	known	LOC100251205	equal
TCONS_00043169	protein_coding	known	LOC100256361	equal
TCONS_00041587	protein_coding	known	LOC100263010	equal
TCONS_00043173	protein_coding	known	LOC100261309	equal
TCONS_00041594	protein_coding	known	LOC100261309	equal
TCONS_00041601	protein_coding	known	LOC100245924	equal
TCONS_00041618	protein_coding	known	LOC100852813	equal
TCONS_00041620	protein_coding	known	LOC100853829	equal
TCONS_00041622	protein_coding	known	LOC100852679	equal
TCONS_00041625	protein_coding	known	LOC100855240	equal
TCONS_00041629	protein_coding	known	LOC100855135	equal
TCONS_00046075	protein_coding	known	LOC100853644	equal
TCONS_00041637	protein_coding	known	LOC100249339	equal
TCONS_00041636	protein_coding	known	LOC100249339	equal
TCONS_00041640	protein_coding	known	LOC100254453	equal
TCONS_00041643	protein_coding	known	LOC100247737	equal
TCONS_00041649	protein_coding	known	LOC100252941	equal
TCONS_00041651	protein_coding	known	LOC100263214	equal
TCONS_00041652	protein_coding	known	MYC1	equal
TCONS_00041657	protein_coding	known	LOC100249456	equal
TCONS_00041660	protein_coding	known	LOC100854564	equal
TCONS_00041662	protein_coding	known	LOC100256258	equal
TCONS_00041661	protein_coding	known	LOC100256258	equal
TCONS_00043207	protein_coding	known	LOC100256258	equal
TCONS_00043210	protein_coding	known	LOC100266556	equal
TCONS_00041666	protein_coding	known	LOC100261351	equal
TCONS_00041673	protein_coding	known	LOC100249381	equal
TCONS_00041675	protein_coding	known	LOC100254487	equal
TCONS_00041674	protein_coding	known	LOC100254487	equal
TCONS_00041678	protein_coding	known	LOC100240838	equal
TCONS_00043215	protein_coding	known	LOC100256232	equal
TCONS_00041681	protein_coding	known	LOC100242497	equal
TCONS_00041683	protein_coding	known	LOC100249345	equal
TCONS_00041694	protein_coding	known	LOC104879776	equal
TCONS_00041702	protein_coding	known	LOC100244330	equal
TCONS_00041706	protein_coding	known	LOC104879775	equal
TCONS_00041707	protein_coding	known	LOC100258076	equal
TCONS_00041708	protein_coding	known	LOC100263218	equal
TCONS_00041710	protein_coding	known	LOC104879774	equal
TCONS_00043235	protein_coding	known	LOC100252855	equal
TCONS_00041713	protein_coding	known	ABP1	equal
TCONS_00041714	protein_coding	known	LOC100240873	equal
TCONS_00041715	protein_coding	known	LOC100245968	equal
TCONS_00041720	protein_coding	known	LOC100263109	equal
TCONS_00041722	protein_coding	known	LOC100852842	equal
TCONS_00041723	protein_coding	known	LOC100244218	equal
TCONS_00041727	protein_coding	known	LOC100249385	equal
TCONS_00041729	protein_coding	known	LOC100254463	equal
TCONS_00041733	protein_coding	known	LOC100242502	equal
TCONS_00041735	protein_coding	known	LOC100257891	equal
TCONS_00041745	protein_coding	known	LOC100245859	equal
TCONS_00041748	protein_coding	known	LOC100261462	equal
TCONS_00041749	protein_coding	known	LOC100266668	equal
TCONS_00041752	protein_coding	known	LOC100254601	equal
TCONS_00041751	protein_coding	known	LOC100254601	equal
TCONS_00041753	protein_coding	known	LOC100259713	equal
TCONS_00041754	protein_coding	known	LOC100264899	equal
TCONS_00041756	protein_coding	known	LOC100242612	equal
TCONS_00041757	protein_coding	known	LOC100247747	equal
TCONS_00041764	protein_coding	known	LOC100240880	equal
TCONS_00041769	protein_coding	known	LOC100245975	equal
TCONS_00041779	protein_coding	known	LOC100254466	equal
TCONS_00041781	protein_coding	known	LOC100259587	equal
TCONS_00041786	protein_coding	known	LOC100246059	equal
TCONS_00041793	protein_coding	known	LOC100232991	equal
TCONS_00041799	protein_coding	known	LOC100265903	equal
TCONS_00041802	protein_coding	known	LOC100258937	equal
TCONS_00041807	protein_coding	known	LOC100262459	equal
TCONS_00041812	protein_coding	known	LOC100243553	equal
TCONS_00041813	protein_coding	known	LOC100264020	equal
TCONS_00043280	protein_coding	known	LOC100258848	equal
TCONS_00043279	protein_coding	known	LOC100258848	equal
TCONS_00041819	protein_coding	known	LOC100250411	equal
TCONS_00041822	protein_coding	known	LOC100267498	equal
TCONS_00041823	protein_coding	known	LOC100252111	equal
TCONS_00041824	protein_coding	known	LOC100258827	equal
TCONS_00041825	protein_coding	known	LOC100246971	equal
TCONS_00041830	protein_coding	known	LOC100253809	equal
TCONS_00041835	protein_coding	known	LOC100267476	equal
TCONS_00041838	protein_coding	known	LOC100243572	equal
TCONS_00041840	protein_coding	known	LOC100265898	equal
TCONS_00041841	protein_coding	known	LOC100255615	equal
TCONS_00041843	protein_coding	known	LOC100854521	equal
TCONS_00041845	protein_coding	known	LOC100267606	equal
TCONS_00041849	protein_coding	known	LOC100241730	equal
TCONS_00041853	protein_coding	known	LOC100262427	equal
TCONS_00041854	protein_coding	known	LOC100264013	equal
TCONS_00041856	protein_coding	known	LOC100241925	equal
TCONS_00043297	protein_coding	known	LOC100248567	equal
TCONS_00041860	protein_coding	known	LOC100258843	equal
TCONS_00041861	protein_coding	known	LOC100253694	equal
TCONS_00041862	protein_coding	known	LOC100265777	equal
TCONS_00041868	protein_coding	known	LOC100245167	equal
TCONS_00041870	protein_coding	known	LOC100854991	equal
TCONS_00041872	protein_coding	known	LOC100255493	equal
TCONS_00041887	protein_coding	known	LOC104879793	equal
TCONS_00041889	protein_coding	known	MYB12	equal
TCONS_00045549	protein_coding	known	LOC100246965	equal
TCONS_00041891	protein_coding	known	LOC100246965	equal
TCONS_00041890	protein_coding	known	LOC100246965	equal
TCONS_00041893	protein_coding	known	LOC100241835	equal
TCONS_00041896	protein_coding	known	LOC100253802	equal
TCONS_00041897	protein_coding	known	LOC100248702	equal
TCONS_00041898	protein_coding	known	LOC100265889	equal
TCONS_00041902	protein_coding	known	LOC100264203	equal
TCONS_00041905	protein_coding	known	LOC100245295	equal
TCONS_00041908	protein_coding	known	LOC100267599	equal
TCONS_00041909	protein_coding	known	LOC100262446	equal
TCONS_00041910	protein_coding	known	LOC100255466	equal
TCONS_00041911	protein_coding	known	LOC100255466	equal
TCONS_00041912	protein_coding	known	LOC100246849	equal
TCONS_00041913	protein_coding	known	LOC100246939	equal
TCONS_00041916	protein_coding	known	LOC100264089	equal
TCONS_00047383	protein_coding	known	LOC100264089	equal
TCONS_00041936	protein_coding	known	LOC100248587	equal
TCONS_00041940	protein_coding	known	LOC100243451	equal
TCONS_00041948	protein_coding	known	LOC100260558	equal
TCONS_00041949	protein_coding	known	LOC100267487	equal
TCONS_00041950	protein_coding	known	LOC100262411	equal
TCONS_00041951	protein_coding	known	LOC100852938	equal
TCONS_00041956	protein_coding	known	LOC100252099	equal
TCONS_00041955	protein_coding	known	LOC100252099	equal
TCONS_00041958	protein_coding	known	LOC100241830	equal
TCONS_00041959	protein_coding	known	LOC100264112	equal
TCONS_00041960	protein_coding	known	LOC100248556	equal
TCONS_00041961	protein_coding	known	LOC100253796	equal
TCONS_00041962	protein_coding	known	LOC100248696	equal
TCONS_00041963	protein_coding	known	LOC100252066	equal
TCONS_00041964	protein_coding	known	LOC100258912	equal
TCONS_00041966	protein_coding	known	LOC100260673	equal
TCONS_00041968	protein_coding	known	LOC100250416	equal
TCONS_00041967	protein_coding	known	LOC100250416	equal
TCONS_00041970	protein_coding	known	LOC100262441	equal
TCONS_00041977	protein_coding	known	LOC100255567	equal
TCONS_00043338	protein_coding	known	LOC100255567	equal
TCONS_00041979	protein_coding	known	LOC100257326	equal
TCONS_00041978	protein_coding	known	LOC100257326	equal
TCONS_00041982	protein_coding	known	LOC100262404	equal
TCONS_00041983	protein_coding	known	LOC100247039	equal
TCONS_00041995	protein_coding	known	LOC100250268	equal
TCONS_00041996	protein_coding	known	LOC100253683	equal
TCONS_00041997	protein_coding	known	LOC100248579	equal
TCONS_00042001	protein_coding	known	LOC100250300	equal
TCONS_00044934	protein_coding	known	LOC100245180	equal
TCONS_00042009	protein_coding	known	LOC100267480	equal
TCONS_00042012	protein_coding	known	LOC100258338	equal
TCONS_00042016	protein_coding	known	LOC100266980	equal
TCONS_00042018	protein_coding	known	LOC100261796	equal
TCONS_00042019	protein_coding	known	LOC100256697	equal
TCONS_00042030	protein_coding	known	ADF	equal
TCONS_00042032	protein_coding	known	LOC100248145	equal
TCONS_00042033	protein_coding	known	LOC100253273	equal
TCONS_00042039	protein_coding	known	LOC100263547	equal
TCONS_00042042	protein_coding	known	LOC100251552	equal
TCONS_00042043	protein_coding	known	LOC100251552	equal
TCONS_00042053	protein_coding	known	LOC100260094	equal
TCONS_00042057	protein_coding	known	LOC100248126	equal
TCONS_00042059	protein_coding	known	LOC100253251	equal
TCONS_00042060	protein_coding	known	LOC100242937	equal
TCONS_00042074	protein_coding	known	LOC100248061	equal
TCONS_00042075	protein_coding	known	LOC100265208	equal
TCONS_00042077	protein_coding	known	LOC100253191	equal
TCONS_00042080	protein_coding	known	LOC100265301	equal
TCONS_00042084	protein_coding	known	LOC100248131	equal
TCONS_00042087	protein_coding	known	LOC100246389	equal
TCONS_00042090	protein_coding	known	LOC100263471	equal
TCONS_00042089	protein_coding	known	LOC100263471	equal
TCONS_00042094	protein_coding	known	LOC100244545	equal
TCONS_00042095	protein_coding	known	LOC100246316	equal
TCONS_00042105	protein_coding	known	LOC100261695	equal
TCONS_00042107	protein_coding	known	LOC100254834	equal
TCONS_00042108	protein_coding	known	LOC100249779	equal
TCONS_00042110	protein_coding	known	LOC100854532	equal
TCONS_00042111	protein_coding	known	LOC100242849	equal
TCONS_00042114	protein_coding	known	LOC100258320	equal
TCONS_00042115	protein_coding	known	LOC100251450	equal
TCONS_00042129	protein_coding	known	LOC100246400	equal
TCONS_00042131	protein_coding	known	LOC100251541	equal
TCONS_00042134	protein_coding	known	LOC100263553	equal
TCONS_00042136	protein_coding	known	LOC100265222	equal
TCONS_00042149	protein_coding	known	LOC100256684	equal
TCONS_00042150	protein_coding	known	LOC100261783	equal
TCONS_00042151	protein_coding	known	LOC100244646	equal
TCONS_00042157	protein_coding	known	LOC100249357	equal
TCONS_00042158	protein_coding	known	LOC100244194	equal
TCONS_00042160	protein_coding	known	LOC100251082	equal
TCONS_00042163	protein_coding	known	LOC100240847	equal
TCONS_00042165	protein_coding	known	LOC100252829	equal
TCONS_00042169	protein_coding	known	LOC100242583	equal
TCONS_00042172	protein_coding	known	LOC100258480	equal
TCONS_00042179	protein_coding	known	LOC100243107	equal
TCONS_00042180	protein_coding	known	LOC100854136	equal
TCONS_00042181	protein_coding	known	LOC100260196	equal
TCONS_00042183	protein_coding	known	LOC100255105	equal
TCONS_00042182	protein_coding	known	LOC100255105	equal
TCONS_00042185	protein_coding	known	LOC100258568	equal
TCONS_00046247	protein_coding	known	LOC100258568	equal
TCONS_00043432	protein_coding	known	LOC100260180	equal
TCONS_00042209	protein_coding	known	LOC100267035	equal
TCONS_00042210	protein_coding	known	LOC100241357	equal
TCONS_00042227	protein_coding	known	LOC100262163	equal
TCONS_00042232	protein_coding	known	LOC100253638	equal
TCONS_00042234	protein_coding	known	LOC100265486	equal
TCONS_00042240	protein_coding	known	LOC100264566	equal
TCONS_00042247	protein_coding	known	LOC100855184	equal
TCONS_00042248	protein_coding	known	LOC100253561	equal
TCONS_00042256	protein_coding	known	LOC100248291	equal
TCONS_00042259	protein_coding	known	LOC100240828	equal
TCONS_00042260	protein_coding	known	LOC100855417	equal
TCONS_00042263	protein_coding	known	LOC100251177	equal
TCONS_00042266	protein_coding	known	LOC100243049	equal
TCONS_00042296	protein_coding	known	LOC100246132	equal
TCONS_00042298	protein_coding	known	LOC100247473	equal
TCONS_00042299	protein_coding	known	LOC100257717	equal
TCONS_00042300	protein_coding	known	LOC100257717	equal
TCONS_00042301	protein_coding	known	LOC100853603	equal
TCONS_00042304	protein_coding	known	LOC100242628	equal
TCONS_00042303	protein_coding	known	LOC100242628	equal
TCONS_00042310	protein_coding	known	LOC100854306	equal
TCONS_00042311	protein_coding	known	LOC100265845	equal
TCONS_00042316	protein_coding	known	LOC100853966	equal
TCONS_00042317	protein_coding	known	LOC100251922	equal
TCONS_00042321	protein_coding	known	LOC100854522	equal
TCONS_00042336	protein_coding	known	LOC100266220	equal
TCONS_00042341	protein_coding	known	LOC100854424	equal
TCONS_00042343	protein_coding	known	LOC100249049	equal
TCONS_00042346	protein_coding	known	LOC100262741	equal
TCONS_00042348	protein_coding	known	LOC100245575	equal
TCONS_00042350	protein_coding	known	LOC100255878	equal
TCONS_00042352	protein_coding	known	LOC100255878	equal
TCONS_00042353	protein_coding	known	LOC100266458	equal
TCONS_00042354	protein_coding	known	LOC100244116	equal
TCONS_00042355	protein_coding	known	LOC100249283	equal
TCONS_00042357	protein_coding	known	LOC100256084	equal
TCONS_00042371	protein_coding	known	LOC100257770	equal
TCONS_00042374	protein_coding	known	LOC100262895	equal
TCONS_00042375	protein_coding	known	LOC100268041	equal
TCONS_00042376	protein_coding	known	LOC100245723	equal
TCONS_00042377	protein_coding	known	LOC100250868	equal
TCONS_00042379	protein_coding	known	LOC100256008	equal
TCONS_00042395	protein_coding	known	LOC100267897	equal
TCONS_00042397	protein_coding	known	LOC100259289	equal
TCONS_00042400	protein_coding	known	LOC100261257	equal
TCONS_00042401	protein_coding	known	LOC100266466	equal
TCONS_00042408	protein_coding	known	LOC100247311	equal
TCONS_00042407	protein_coding	known	LOC100247311	equal
TCONS_00042404	protein_coding	known	LOC100254388	equal
TCONS_00042411	protein_coding	known	LOC100257777	equal
TCONS_00042413	protein_coding	known	LOC100252430	equal
TCONS_00044339	protein_coding	known	LOC100252430	equal
TCONS_00042421	protein_coding	known	LOC100266310	equal
TCONS_00042423	protein_coding	known	LOC100243978	equal
TCONS_00042425	protein_coding	known	LOC100261036	equal
TCONS_00042429	protein_coding	known	LOC100264539	equal
TCONS_00044355	protein_coding	known	LOC100267903	equal
TCONS_00042434	protein_coding	known	LOC100245587	equal
TCONS_00046907	protein_coding	known	LOC100266406	equal
TCONS_00042439	protein_coding	known	LOC100266406	equal
TCONS_00042440	protein_coding	known	LOC100264623	equal
TCONS_00044360	protein_coding	known	LOC100260966	equal
TCONS_00042443	protein_coding	known	LOC100260966	equal
TCONS_00042447	protein_coding	known	LOC100259515	equal
TCONS_00046910	protein_coding	known	LOC100245826	equal
TCONS_00042457	protein_coding	known	LOC100264688	equal
TCONS_00042460	protein_coding	known	LOC100247539	equal
TCONS_00042473	protein_coding	known	LOC100264630	equal
TCONS_00042470	protein_coding	known	LOC100245736	equal
TCONS_00042471	protein_coding	known	LOC100250885	equal
TCONS_00042475	protein_coding	known	LOC100242349	equal
TCONS_00042477	protein_coding	known	LOC100261111	equal
TCONS_00042479	protein_coding	known	LOC100266317	equal
TCONS_00042481	protein_coding	known	LOC100243985	equal
TCONS_00042482	protein_coding	known	LOC100243935	equal
TCONS_00042485	protein_coding	known	LOC100249090	equal
TCONS_00042494	protein_coding	known	LOC100247396	equal
TCONS_00042495	protein_coding	known	LOC100261215	equal
TCONS_00042499	protein_coding	known	LOC100262762	equal
TCONS_00042502	protein_coding	known	LOC100245593	equal
TCONS_00042501	protein_coding	known	LOC100245593	equal
TCONS_00043553	protein_coding	known	LOC100260973	equal
TCONS_00042506	protein_coding	known	LOC100266173	equal
TCONS_00042507	protein_coding	known	LOC100244132	equal
TCONS_00042510	protein_coding	known	LOC100259524	equal
TCONS_00042514	protein_coding	known	LOC100247348	equal
TCONS_00042521	protein_coding	known	LOC100242410	equal
TCONS_00042522	protein_coding	known	LOC100252647	equal
TCONS_00042525	protein_coding	known	LOC100257791	equal
TCONS_00042524	protein_coding	known	LOC100257791	equal
TCONS_00042527	protein_coding	known	LOC100245741	equal
TCONS_00042534	protein_coding	known	LOC100261117	equal
TCONS_00042536	protein_coding	known	LOC100249160	equal
TCONS_00042538	protein_coding	known	LOC100247401	equal
TCONS_00042539	protein_coding	known	LOC100252511	equal
TCONS_00042540	protein_coding	known	LOC100243948	equal
TCONS_00042541	protein_coding	known	LOC100249111	equal
TCONS_00042542	protein_coding	known	LOC100245595	equal
TCONS_00042543	protein_coding	known	LOC100250729	equal
TCONS_00042545	protein_coding	known	LOC100266179	equal
TCONS_00042550	protein_coding	known	LOC100259527	equal
TCONS_00042553	protein_coding	known	LOC100247550	equal
TCONS_00042557	protein_coding	known	LOC100245853	equal
TCONS_00042560	protein_coding	known	LOC104879935	equal
TCONS_00042561	protein_coding	known	LOC100256147	equal
TCONS_00042562	protein_coding	known	LOC100254367	equal
TCONS_00042563	protein_coding	known	LOC100268071	equal
TCONS_00042569	protein_coding	known	LOC100250895	equal
TCONS_00042571	protein_coding	known	UVR1	equal
TCONS_00042573	protein_coding	known	LOC100266285	equal
TCONS_00042582	protein_coding	known	LOC100242231	equal
TCONS_00042583	protein_coding	known	LOC100266331	equal
TCONS_00042585	protein_coding	known	LOC100243998	equal
TCONS_00042584	protein_coding	known	LOC100243998	equal
TCONS_00046943	protein_coding	known	LOC100243998	equal
TCONS_00042586	protein_coding	known	LOC100249168	equal
TCONS_00042589	protein_coding	known	LOC100242376	equal
TCONS_00042600	protein_coding	known	LOC100250855	equal
TCONS_00042599	protein_coding	known	LOC100250855	equal
TCONS_00042598	protein_coding	known	LOC100250855	equal
TCONS_00042604	protein_coding	known	LOC100259340	equal
TCONS_00042615	protein_coding	known	LOC100257651	equal
TCONS_00042616	protein_coding	known	LOC109122894	equal
TCONS_00042617	protein_coding	known	LOC100247519	equal
TCONS_00042620	protein_coding	known	LOC100250736	equal
TCONS_00047563	protein_coding	known	LOC100250736	equal
TCONS_00042622	protein_coding	known	LOC100260980	equal
TCONS_00042624	protein_coding	known	LOC100249013	equal
TCONS_00042625	protein_coding	known	LOC100266579	equal
TCONS_00042626	protein_coding	known	LOC100244237	equal
TCONS_00042629	protein_coding	known	LOC100259625	equal
TCONS_00042630	protein_coding	known	LOC100263050	equal
TCONS_00042631	protein_coding	known	LOC100252760	equal
TCONS_00042632	protein_coding	known	LOC100245883	equal
TCONS_00042633	protein_coding	known	LOC100251023	equal
TCONS_00042638	protein_coding	known	LOC100245878	equal
TCONS_00042640	protein_coding	known	LOC100261264	equal
TCONS_00042641	protein_coding	known	LOC100244355	equal
TCONS_00042654	protein_coding	known	LOC100266477	equal
TCONS_00042657	protein_coding	known	LOC100254626	equal
TCONS_00042660	protein_coding	known	LOC100251127	equal
TCONS_00042661	protein_coding	known	LOC100259734	equal
TCONS_00045162	protein_coding	known	LOC100259734	equal
TCONS_00045161	protein_coding	known	LOC100259734	equal
TCONS_00042664	protein_coding	known	LOC100264926	equal
TCONS_00042666	protein_coding	known	LOC100256285	equal
TCONS_00042668	protein_coding	known	LOC100261381	equal
TCONS_00042679	protein_coding	known	LOC100242638	equal
TCONS_00042680	protein_coding	known	LOC100244242	equal
TCONS_00048119	protein_coding	known	LOC100248418	equal
TCONS_00050614	protein_coding	known	LOC100265603	equal
TCONS_00048126	protein_coding	known	LOC100265603	equal
TCONS_00048127	protein_coding	known	LOC100250140	equal
TCONS_00048129	protein_coding	known	LOC100267318	equal
TCONS_00048128	protein_coding	known	LOC100267318	equal
TCONS_00048130	protein_coding	known	LOC100267318	equal
TCONS_00048133	protein_coding	known	LOC100245007	equal
TCONS_00048134	protein_coding	known	LOC100262151	equal
TCONS_00050619	protein_coding	known	LOC100253618	equal
TCONS_00050620	protein_coding	known	LOC100248515	equal
TCONS_00048140	protein_coding	known	LOC100251912	equal
TCONS_00048142	protein_coding	known	LOC100246780	equal
